src_ip,dst_ip,src_port,dst_port,protocol,protocol_name,packet_count,total_bytes,flow_duration,packet_rate,byte_rate,avg_pkt_size,std_pkt_size,min_pkt_size,max_pkt_size,avg_iat,std_iat,burstiness,entropy,is_outbound,suspicious_port,start_time,end_time,label,attack_type
192.168.102.190,97.109.166.137,56745,8443,6,TCP,3158,1277015,333.6939545179478,9.463761501349424,3826.904811160777,404.3746041798607,203.35316817332384,40.0,1500.0,0.10566623005634826,0.06735219338060164,2.0410672412135735,7.96296928063378,1,1,1709449117.3330638,1702133823.812651,exfiltration,covert_high_entropy
192.168.108.107,88.176.192.25,56774,8080,6,TCP,24,1673,94.83983802418597,0.253058213721111,17.64026631480911,69.70833333333333,261.8648528325042,40.0,1500.0,3.9516599176744154,1.4701162519666209,1.4636198106235951,3.8638451172021804,1,0,1702545472.11786,1706590624.6627927,benign,benign
192.168.124.34,163.51.158.77,63337,8080,6,TCP,201,133285,92.0868913850014,2.1827210906669587,1447.382987908187,663.1094527363184,104.64146044522766,40.0,1500.0,0.4581437382338378,0.040738286247973154,0.29827603272238984,5.324124427690428,1,0,1700321718.2365081,1704028447.4321098,benign,benign
192.168.116.25,27.232.75.162,64643,993,6,TCP,446,170854,16.446891946179548,27.117585587567593,10388.224143449042,383.0807174887892,150.57148385347762,40.0,1500.0,0.03687643934120975,0.36354273364197587,0.5842843214365152,5.535368077255013,0,0,1707271236.6531715,1705409443.7585945,benign,benign
192.168.19.115,195.180.120.77,60641,53,17,UDP,53,7956,6.897316888076568,7.684147453283089,1153.4920214777408,150.11320754716982,14.477202425727778,60.0,512.0,0.1301380544920107,0.11967326929974564,1.6526617075008108,7.976982337671364,1,1,1706914335.4826915,1702357887.395717,exfiltration,dns_tunneling
192.168.5.135,124.249.172.235,57120,443,6,TCP,1553,121940,30116.130773097026,0.05156704928998738,4.048992910766942,78.51899549259498,47.49850595502409,40.0,200.0,19.392228443719915,52.78402823259098,4.571151791562645,7.909681897607894,1,1,1704822693.9923947,1709094325.7930841,suspicious,slow_exfil
192.168.70.61,86.92.46.45,52942,3306,6,TCP,56,96328,53.79439357414113,1.0410006745929579,1790.6698746819723,1720.142857142857,123.69740650047854,40.0,1500.0,0.9606141709668059,0.4826133057122101,1.1524929929230943,5.871949789239513,0,0,1703138467.7211165,1702728082.4205084,benign,benign
192.168.80.164,2.98.31.156,61453,443,6,TCP,242,167291,110.61794975927971,2.187710046395058,1512.3314106259324,691.2851239669421,139.0273459151825,40.0,1500.0,0.4570989659474368,0.3982513604303939,1.406238772050894,3.5903396570226205,0,0,1701143646.9134984,1702689654.4153721,benign,benign
192.168.199.120,55.171.189.184,51054,80,6,TCP,277,2215,87.77855258362189,3.1556683477563277,25.233954477546085,7.996389891696751,154.46646928812297,40.0,1500.0,0.3168900815293209,1.0924383166289484,0.5750963659758617,3.5450597944046986,0,0,1700554158.1074579,1707774464.483408,benign,benign
192.168.91.1,63.60.193.86,52485,22,6,TCP,258,50017,48.13506237507257,5.35991826477011,1039.0970226705683,193.86434108527132,237.81109397839006,40.0,1500.0,0.18657000920570765,0.09568815731040956,0.6445281795173369,4.04828656557675,0,0,1700375154.5557945,1709306478.999574,benign,benign
192.168.29.104,31.51.216.244,61509,80,6,TCP,51,139944,12.897280725066379,3.9543219293412344,10850.659374112347,2744.0,247.744568889027,40.0,1500.0,0.25288785735424274,1.0525949932451557,1.4953480961268149,5.1684923970860925,0,0,1704012649.6418612,1703239375.4087548,benign,benign
192.168.104.98,156.127.240.223,63963,31337,6,TCP,4288,3677850,182.1070658343855,23.546587719444428,20196.08620428141,857.7075559701492,240.03014874901507,40.0,1500.0,0.04246899856212349,0.09773206636939878,1.0163335069243347,7.967183822742485,1,1,1706546898.0806036,1708507323.7619524,exfiltration,covert_high_entropy
192.168.242.79,126.115.22.63,55772,443,6,TCP,1246,1290174,58844.59834366542,0.021174415920439893,21.92510504473324,1035.4526484751204,8.769016287813798,40.0,200.0,47.22680444916968,28.2386838339436,2.5870218672079903,7.903032254757694,1,1,1708950309.4314327,1705121576.7839735,suspicious,slow_exfil
192.168.175.2,161.224.20.47,60557,443,6,TCP,11075,25616049,1223.2799971651007,9.053528240195083,20940.462575505284,2312.9615349887135,139.92190798366272,40.0,1500.0,0.11045417581626191,0.0016898290174664876,0.9355949530121943,7.982242563878158,1,1,1705448993.8379502,1708545254.0702262,exfiltration,https_upload
192.168.81.18,44.149.52.91,52755,31337,6,TCP,3995,40365,540.2599315669801,7.3945887277126525,74.71403604358478,10.103879849812266,135.61644464711037,40.0,1500.0,0.13523402542352442,0.05348811020582897,1.6012219401415675,7.961731037774495,1,1,1706448631.2661955,1700234822.8469713,exfiltration,covert_high_entropy
192.168.153.218,172.67.72.162,53867,443,6,TCP,126,140695,75.41166354738158,1.6708290743491354,1865.6928302821557,1116.626984126984,194.53195293705363,40.0,1500.0,0.5985052662490602,0.09764093978921096,0.6483903975401383,4.539790954848174,0,0,1701726856.1586576,1706059369.6794076,benign,benign
192.168.128.125,193.49.8.69,52567,25,6,TCP,368,171081,9.143577210784116,40.246830263102446,18710.51078326584,464.89402173913044,193.86187925174247,40.0,1500.0,0.024846677203217708,0.9297874224225674,0.564241914343221,6.364303749232712,1,0,1709006843.6300886,1707725647.4824955,benign,benign
192.168.214.248,93.32.159.119,65248,443,6,TCP,18160,18929074,1647.5646288204598,11.02232937168679,11489.1238066648,1042.3498898678415,57.19321368181096,40.0,1500.0,0.09072492449451872,0.007458531984034819,0.500020431065973,7.982078168497261,1,1,1700442642.1204338,1704096375.1169033,exfiltration,https_upload
192.168.115.213,105.250.127.243,64122,6667,6,TCP,4587,1593708,172.00308077236718,26.668126985879635,9265.578225945555,347.4401569653368,366.3805680018725,40.0,1500.0,0.037497946538558355,0.06708360967492828,1.560628265124198,7.9668247682927085,1,1,1709840665.597846,1708109323.159529,exfiltration,covert_high_entropy
192.168.190.253,80.217.239.62,53752,443,6,TCP,26335,20506859,3005.1849012428693,8.763187912034466,6823.826045285558,778.6921966964117,385.6742207730854,40.0,1500.0,0.11411372322927166,0.0036344906653716686,1.1408156727401209,7.982496393290729,1,1,1707785338.8008432,1702814067.7720096,exfiltration,https_upload
192.168.122.114,102.214.7.184,49516,443,6,TCP,46651,43852639,2771.0270512427032,16.83527411942036,15825.409925296006,940.0149836016377,80.59659358134783,40.0,1500.0,0.05939909222187527,0.0022744883400329344,0.8148214327780787,7.980426412161391,1,1,1707121850.049883,1706522153.204101,exfiltration,https_upload
192.168.71.151,130.34.46.26,49741,443,6,TCP,47273,9154945,901.8384657261406,52.418478249247016,10151.424393534422,193.66118080088,426.1844727717039,40.0,1500.0,0.01907724209857933,0.006176982401348163,0.9697704707019479,7.983507835883728,1,1,1708557560.4148917,1704653169.5360327,exfiltration,https_upload
192.168.169.224,167.206.11.218,64726,993,6,TCP,223,79542,113.23676828702206,1.969325011419968,702.4396863603906,356.69058295964123,287.3645870210019,40.0,1500.0,0.5077881985965115,0.5530035972425038,0.9796136758403869,4.859862271703701,0,0,1705474717.9460046,1707707918.3463297,benign,benign
192.168.16.169,136.23.105.205,63959,3306,6,TCP,412,69328,11.674544407814889,35.290456364550636,5938.390191363026,168.27184466019418,253.3980358996486,40.0,1500.0,0.028336272834502158,0.11618931962256616,0.9625221387176413,5.655103140011908,1,0,1705504905.7977495,1709830055.1891649,benign,benign
192.168.183.116,231.4.208.88,62878,443,6,TCP,18680,2755336,1046.6647189001558,17.847166970172744,2632.491523068945,147.50192719486083,161.72270033821087,40.0,1500.0,0.05603130186831669,0.007367325678302575,0.6392883247843841,7.978567932849725,1,1,1701991523.7209835,1703334204.7918355,exfiltration,https_upload
192.168.25.210,32.108.60.253,64518,443,6,TCP,45992,8156461,3205.5222872293843,14.347739893504865,2544.5029761592577,177.34521221081928,461.896338218898,40.0,1500.0,0.06969738839862116,0.004807950293694726,0.6916453725848041,7.981662408644843,1,1,1705157992.4840975,1707595842.8705838,exfiltration,https_upload
192.168.137.167,22.145.187.55,58136,25,6,TCP,414,100432,52.614466792712555,7.868558311748237,1908.8286192403357,242.58937198067633,196.78518862762576,40.0,1500.0,0.1270880840403685,0.7952704345288751,0.1061612906649708,3.9537100724101966,1,0,1704465811.501762,1700060633.4670248,benign,benign
192.168.240.70,249.28.228.229,59211,443,6,TCP,1153,1959771,84339.19464706696,0.013670986601483958,23.236776307872347,1699.714657415438,27.216257185340627,40.0,200.0,73.14761027499303,38.47031030034814,2.437086557401289,7.898448307942007,1,1,1706211777.567026,1703908545.1974616,suspicious,slow_exfil
192.168.219.183,9.230.82.217,57911,6667,6,TCP,2944,3493668,552.6384546209206,5.32717181619115,6321.796774704111,1186.7078804347825,277.0001203554306,40.0,1500.0,0.18771686637938878,0.054639415632447015,1.826082945349286,7.965232687641455,1,1,1706029951.2216063,1703311128.8095818,exfiltration,covert_high_entropy
192.168.240.111,223.245.29.253,63612,53,17,UDP,30,3439,18.270381186623418,1.6420018659470759,188.22814723306647,114.63333333333334,25.722945550972174,60.0,512.0,0.6090127062207806,0.2615249198829105,1.7951659384396064,7.951690742171018,1,1,1701324870.6711438,1704164789.391867,exfiltration,dns_tunneling
192.168.69.36,187.180.85.165,61090,3306,6,TCP,292,146084,62.41026975664689,4.678717158867929,2340.704511767338,500.28767123287673,286.28496005629927,40.0,1500.0,0.21373380053646196,0.879175566120739,0.23625590003149874,3.986075719445857,1,0,1700095230.3169549,1707870048.5058906,benign,benign
192.168.152.223,57.11.36.33,52502,80,6,TCP,114,134825,98.28669869439523,1.1598721038994548,1371.7522491951229,1182.6754385964912,74.68472682049816,40.0,1500.0,0.8621640236350459,0.8041223831079168,1.0176748096281893,3.2031797311336296,0,0,1708926033.8190777,1705245074.8364136,benign,benign
192.168.34.94,219.179.66.83,59174,5432,6,TCP,58,121993,106.10887971145203,0.5466083532096723,1149.6964281570267,2103.3275862068967,144.44711400734047,40.0,1500.0,1.8294634433008972,1.8685982388300013,1.1949175833037067,3.505856320133108,1,0,1708134407.4657626,1702257967.0410678,benign,benign
192.168.190.201,82.132.120.17,58870,3306,6,TCP,186,132377,50.703726390185835,3.6683694324289737,2610.7943029927433,711.7043010752689,124.06975779609152,40.0,1500.0,0.27260067951712813,1.0088584654080046,0.2479906806281428,6.239940433693546,1,0,1704011012.5722015,1709149394.4306145,benign,benign
192.168.125.122,81.173.171.111,60818,5432,6,TCP,190,30935,63.53439805332899,2.990506022273467,486.9015989422616,162.81578947368422,296.138138526748,40.0,1500.0,0.33439156870173153,1.441007041888915,0.9520761553217919,5.290477498602314,0,0,1704814207.5018551,1707114308.3560712,benign,benign
192.168.198.130,193.174.124.118,58938,1337,6,TCP,3928,3985478,141.436318935672,27.77221600193463,28178.603840875363,1014.6328920570264,275.41667897026076,40.0,1500.0,0.036007209505008145,0.06817002000865012,1.6151508488540736,7.963076607853409,1,1,1704220589.230149,1705606771.3915577,exfiltration,covert_high_entropy
192.168.125.8,73.16.155.49,53187,80,6,TCP,423,42823,91.62779643535181,4.61650303135303,467.3581780416804,101.23640661938535,104.3531459454508,40.0,1500.0,0.21661417597009885,1.8617460238694643,1.121060063108754,3.8582487843992057,1,0,1709559364.2212167,1700058031.2949345,benign,benign
192.168.245.13,128.233.13.248,61423,3306,6,TCP,350,158664,60.81062455191138,5.755573184439509,2609.149324959744,453.3257142857143,134.97555701663612,40.0,1500.0,0.17374464157688965,1.241909080400006,1.3505336036042517,6.233248689736836,0,0,1701595261.7288973,1703340320.078884,benign,benign
192.168.85.237,80.175.99.174,49413,443,6,TCP,14309,48554249,1884.930437289568,7.591261574923474,25759.172879514048,3393.2664057586135,353.6103302266325,40.0,1500.0,0.13173041004190147,0.005075097773134344,0.5778435056791459,7.979984080414843,1,1,1703552506.273176,1701624240.893545,exfiltration,https_upload
192.168.142.121,62.120.63.196,49569,443,6,TCP,3753,1811272,2217.4147942394397,1.6925114821772698,816.8395036893653,482.61977084998665,398.2038231840216,40.0,1500.0,0.5908379414440287,0.008478797995702772,0.42767719309699015,7.98129198715166,1,1,1702281558.0525634,1705645836.3884583,exfiltration,https_upload
192.168.213.230,60.44.236.25,63714,5432,6,TCP,145,107057,87.89142496483828,1.6497627619305126,1218.059668993068,738.3241379310344,280.57983264125403,40.0,1500.0,0.606147758378195,0.4433672605296348,1.2017886959828064,3.2319445116283365,0,0,1706430382.2520874,1705182273.1277196,benign,benign
192.168.214.45,183.211.237.83,53519,443,6,TCP,358,67384,75.48080100938849,4.742927939456698,892.730324783101,188.22346368715083,174.99082224774259,40.0,1500.0,0.21084022628320806,1.029505452788092,0.6926283219071027,4.507207308305367,1,0,1704006708.8985631,1708179676.4884224,benign,benign
192.168.139.127,183.71.97.18,55445,80,6,TCP,193,105750,47.39807583999306,4.071895252700373,2231.1032278397124,547.9274611398964,188.92224231927335,40.0,1500.0,0.2455858851813112,0.12263289851932394,1.0174968853612045,4.242192133028684,0,0,1704530261.1428664,1707192543.2139475,benign,benign
192.168.3.153,112.85.232.195,56888,31337,6,TCP,3615,1281282,564.4983594110759,6.403915865710258,2269.7709898337403,354.4348547717842,287.2312569378917,40.0,1500.0,0.15615445626862404,0.008658720090556734,1.9505721605807806,7.969343159979299,1,1,1708506638.2869122,1704846045.6850157,exfiltration,covert_high_entropy
192.168.170.63,69.126.145.253,65088,53,17,UDP,57,7557,28.08914762327145,2.0292534598941097,269.0362876564875,132.57894736842104,28.879916269688433,60.0,512.0,0.4927920635661658,0.028402466633616515,3.437290413242445,7.9788598822709655,1,1,1708285409.068584,1702727323.7347202,exfiltration,dns_tunneling
192.168.20.86,4.95.76.150,52141,6667,6,TCP,906,2065296,265.4025690299272,3.413682103046403,7781.748336306097,2279.5761589403974,165.95903791056165,40.0,1500.0,0.2929388179138269,0.038644193317685094,1.4345708225415672,7.963458243062396,1,1,1707418536.2715995,1702403427.949882,exfiltration,covert_high_entropy
192.168.214.80,151.59.102.65,65302,587,6,TCP,185,150451,52.10299187829689,3.5506598245284327,2887.569304108796,813.2486486486487,219.20139387217972,40.0,1500.0,0.28163779393673993,0.02210196934945028,1.2752634606253013,3.5633516491046704,1,0,1705609609.1558263,1702361324.558835,benign,benign
192.168.50.20,44.193.199.156,51149,443,6,TCP,43570,19452269,171.41820500862096,254.1737034162082,113478.4312962658,446.46015607069086,71.80706409285735,40.0,1500.0,0.00393431730568329,0.006577612181025863,0.8694023362134011,7.9826629707708445,1,1,1709792318.8303585,1707901596.9240165,exfiltration,https_upload
192.168.201.13,54.1.202.90,55073,5432,6,TCP,274,136594,8.237236723652517,33.263582095829854,16582.502674444462,498.51824817518246,132.70195158596397,40.0,1500.0,0.03006290775055663,1.872840120373719,1.348666147344024,5.889254438689702,1,0,1704881103.057226,1702865243.7574024,benign,benign
192.168.135.233,5.101.13.214,57527,5432,6,TCP,283,120897,67.56483603086963,4.188569330216393,1789.347937509439,427.19787985865725,290.8096890867872,40.0,1500.0,0.23874500364264886,0.816543585230993,0.7612574674908125,4.769280530552649,1,0,1707791134.0543573,1707701114.003667,benign,benign
192.168.76.117,81.128.54.73,63776,443,6,TCP,136,17813,69.58053719273175,1.954569560497821,256.0054969202036,130.97794117647058,87.18701324506154,40.0,1500.0,0.5116215970053806,1.948871940356075,0.7892841364148113,3.2359082252164644,1,0,1703913441.331657,1701834367.9922774,benign,benign
192.168.39.19,119.33.35.88,61256,53,17,UDP,45,3171,19.99190879703683,2.2509106287374534,158.61416897169923,70.46666666666667,5.403793397699307,60.0,512.0,0.44426463993415183,0.10442573048864418,2.099588440236249,7.936757384049272,1,1,1702220089.0895348,1708989840.276443,exfiltration,dns_tunneling
192.168.139.95,201.99.47.89,63619,80,6,TCP,144,157472,48.32799862010295,2.9796392176708193,3258.4010200351336,1093.5555555555557,254.98255562370903,40.0,1500.0,0.3356111015284927,1.4907038145901828,0.8236683646807226,6.292660276313422,1,0,1707115052.4138916,1705183444.9817872,benign,benign
192.168.104.38,92.128.189.106,63209,5432,6,TCP,19,195663,20.12467792257648,0.9441144883459336,9722.540691222654,10298.052631578947,108.92961811965665,40.0,1500.0,1.0591935748724464,1.6009507661379963,0.2776329323022654,5.512695874558702,1,0,1700975623.962816,1700525298.9555168,benign,benign
192.168.157.101,253.52.46.66,53798,443,6,TCP,12333,23610942,1139.9800589221393,10.818610293640536,20711.714924491174,1914.4524446606665,356.40741158380655,40.0,1500.0,0.09243331378595146,0.0005330251523918557,0.49925282602500426,7.98275939747424,1,1,1702524477.044433,1709559184.0059314,exfiltration,https_upload
192.168.235.244,140.253.147.213,57536,53,17,UDP,54,851,18.64171069085389,2.8967298600172895,45.65031686805025,15.75925925925926,25.478108931285313,60.0,512.0,0.34521686464544243,0.44603837644780986,2.316016296870398,7.766427841875114,1,1,1705967671.7125945,1702655348.4901016,exfiltration,dns_tunneling
192.168.61.107,91.18.175.152,55366,3306,6,TCP,407,102287,82.74403167944543,4.918783768921711,1236.185836294091,251.3194103194103,44.16734278542611,40.0,1500.0,0.20330228913868656,0.2648649215519588,0.7643935934407304,3.9844375441974345,1,0,1702812301.0405784,1702769348.943955,benign,benign
192.168.233.117,68.221.77.191,57495,993,6,TCP,448,64441,45.20652674914027,9.910073438865108,1425.4800055221126,143.84151785714286,82.49707960076509,40.0,1500.0,0.10090742577933096,0.5204755704027596,1.4879909281471486,5.928057075558717,1,0,1709253879.9696658,1701384222.8466828,benign,benign
192.168.86.82,212.72.41.146,65412,587,6,TCP,372,159492,30.865485378952886,12.052297102499676,5167.325186752361,428.741935483871,146.0486967219139,40.0,1500.0,0.0829717348896583,1.3019737178230255,0.27945490245592564,4.900295970203426,0,0,1709305942.708769,1705057262.2505884,benign,benign
192.168.57.145,204.224.58.109,61225,5432,6,TCP,167,23864,52.0011831003348,3.211465394504165,458.91263577513405,142.89820359281438,216.29455788836336,40.0,1500.0,0.31138432994212456,0.06776743099829795,1.3335013882625633,3.641989785849913,1,0,1707960672.4942338,1708091920.4444814,benign,benign
192.168.9.217,154.103.82.173,63887,25,6,TCP,264,192854,117.92046760892252,2.238797092253256,1635.4582364750356,730.5075757575758,170.33569477047521,40.0,1500.0,0.4466684379125853,0.4934341960482713,0.22370192268103922,5.17287304167074,1,0,1708973292.4627001,1702503176.0273254,benign,benign
192.168.231.140,153.191.62.138,61815,993,6,TCP,267,99752,12.255785697651564,21.78562897449832,8139.176260165379,373.60299625468167,252.90674817424332,40.0,1500.0,0.045901819092327954,0.530991412320067,0.9625374424269588,4.284487584081771,1,0,1705571103.774808,1702273181.996383,benign,benign
192.168.151.72,22.128.238.167,56014,53,17,UDP,41,6430,17.216421905067957,2.381447215110994,373.48062422350466,156.82926829268294,7.021167673992269,60.0,512.0,0.4199127293919014,0.09628384109386337,2.818520032216204,7.97133124032666,1,1,1700668297.103103,1709172315.806094,exfiltration,dns_tunneling
192.168.253.133,27.221.119.52,63381,443,6,TCP,40598,21190271,1054.0090520338472,38.51769576519376,20104.44877974304,521.953569141337,68.15111248484719,40.0,1500.0,0.025962093010341573,0.0003401705839175313,0.5438799540979227,7.981725792669962,1,1,1709121426.6490679,1704970144.8595707,exfiltration,https_upload
192.168.196.200,127.160.69.236,65258,587,6,TCP,489,156607,91.66364963393009,5.33472103666918,1708.4962318806752,320.2597137014315,22.280373059624395,40.0,1500.0,0.18745122624525581,0.8904305842929855,0.8657829026095054,3.996826560274613,1,0,1701467432.3320765,1703362919.1427367,benign,benign
192.168.160.74,1.50.15.174,57394,25,6,TCP,32,175927,109.60133204069287,0.29196725445014676,1605.153849176593,5497.71875,274.64958182604613,40.0,1500.0,3.425041626271652,1.8115274504826773,0.5749922325620024,5.095539859697082,1,0,1706038769.3150578,1701015290.333284,benign,benign
192.168.90.101,48.123.84.12,50302,8080,6,TCP,2,67473,71.82743340030152,0.027844514349465874,939.3764583507555,33736.5,26.504828617250748,40.0,1500.0,35.91371670015076,1.8321364834100557,0.5369438490951747,3.433255658909982,1,0,1709643670.083304,1701425774.4101753,benign,benign
192.168.251.226,231.186.32.194,49434,31337,6,TCP,594,4627071,65.6020698359685,9.054592354863777,70532.39343773045,7789.681818181818,375.4627136419682,40.0,1500.0,0.110441195010048,0.021530923274271373,0.852794831396285,7.965256126826489,1,1,1702831505.3032289,1706860643.7107859,exfiltration,covert_high_entropy
192.168.235.136,240.158.251.137,55586,53,17,UDP,19,7371,6.363381721269354,2.985833764536433,1158.346351494634,387.94736842105266,14.533594326172592,60.0,512.0,0.33491482743522916,0.039702230499397466,3.2116810901591606,7.975643775060505,1,1,1705111182.4281528,1706126180.9792976,exfiltration,dns_tunneling
192.168.249.94,170.152.172.8,57573,5432,6,TCP,152,38729,25.114387917805256,6.052307565586224,1542.104077023611,254.79605263157896,76.24975919052153,40.0,1500.0,0.16522623630135036,0.2837733844873983,0.7818226028802036,4.12051640626624,1,0,1707733667.567748,1707098341.7268775,benign,benign
192.168.113.125,196.194.140.251,52958,3306,6,TCP,492,167643,113.02606359507665,4.352978280855844,1483.2242641006426,340.7378048780488,57.87890668810172,40.0,1500.0,0.22972777153470864,1.668779295372804,1.0945952918719721,4.9004418384144,0,0,1701450757.7199528,1703235169.4284618,benign,benign
192.168.95.213,147.84.74.253,58357,443,6,TCP,15580,6576410,1800.8703171488746,8.651372534512173,3651.7954332279332,422.1059050064185,89.7893994541432,40.0,1500.0,0.11558859545243097,0.0007575462159647676,0.7974185763617185,7.981426748974381,1,1,1707564216.2231653,1703893405.7160008,exfiltration,https_upload
192.168.193.174,179.168.4.148,57097,993,6,TCP,409,166010,58.11505089029478,7.037763776066882,2856.574974241719,405.8924205378973,214.66457074547807,40.0,1500.0,0.14209058897382587,0.806671076345602,0.1962755468392737,4.189683607735516,1,0,1705374545.1019123,1707234571.593833,benign,benign
192.168.166.76,54.166.219.65,63817,443,6,TCP,443,9501,8.3021118666738,53.35991698428966,1144.407610085183,21.446952595936793,33.980655609245076,40.0,1500.0,0.01874065884125011,1.7479727356279087,1.1198909739805145,3.5353990983940333,0,0,1707918153.276458,1705072336.8083844,benign,benign
192.168.124.203,136.234.124.171,64932,8080,6,TCP,404,135513,70.58539800771571,5.723563391338229,1919.8446679465778,335.4282178217822,157.04305937194644,40.0,1500.0,0.1747163317022666,0.24919311124944213,1.0933803869240946,6.49881357054681,1,0,1706014749.223999,1704853536.967919,benign,benign
192.168.11.90,55.51.80.212,56617,3306,6,TCP,349,197164,18.8106416229837,18.5533277915186,10481.513812856656,564.9398280802292,217.72884681975182,40.0,1500.0,0.05389868659880716,0.32800527570194,1.363363170977991,5.767834299049587,0,0,1709826626.9283907,1702854139.0717344,benign,benign
192.168.235.12,241.137.205.55,54788,22,6,TCP,22,169270,93.12753837813406,0.23623517149858977,1817.6148854348314,7694.090909090909,39.38381752163643,40.0,1500.0,4.233069926278821,0.017981781198999736,1.0459846896386027,3.59564202862365,1,0,1705007994.3791816,1709520158.536989,benign,benign
192.168.78.135,116.248.42.65,63149,587,6,TCP,308,59586,86.0161524480007,3.580722820474853,692.7303570805669,193.46103896103895,283.4484299231467,40.0,1500.0,0.2792732222337685,0.19993032181911846,1.1523532140163744,6.125014847223259,0,0,1700067222.17669,1702606201.828008,benign,benign
192.168.41.175,157.73.57.158,55371,443,6,TCP,33291,26391957,2729.8333708434793,12.195249847690725,9667.973614025117,792.7655222132108,417.0269036282418,40.0,1500.0,0.08199914003314647,0.004356565331808514,0.7828330730415601,7.982973663380319,1,1,1705829878.82677,1708074641.9562163,exfiltration,https_upload
192.168.113.53,30.223.179.117,52580,587,6,TCP,81,153044,78.98666750213228,1.0254895232516725,1937.59282217937,1889.432098765432,40.63015423815402,40.0,1500.0,0.975144043236201,0.396411102892666,0.49585098837943187,5.92448861100857,0,0,1704964058.044598,1707487531.8227513,benign,benign
192.168.5.99,13.128.175.133,61554,3306,6,TCP,178,183862,78.39294881831758,2.270612378831805,2345.389512341423,1032.9325842696628,139.95433860430035,40.0,1500.0,0.44040982482200886,1.6039419937941788,0.6831187161462429,4.762869104631871,0,0,1700255597.6663542,1702830249.423968,benign,benign
192.168.186.80,17.188.229.4,56306,8080,6,TCP,40,14597,40.10226355978048,0.9974499304851449,363.9944158822915,364.925,258.39892683662185,40.0,1500.0,1.002556588994512,0.7451508848099049,0.3150580586848887,3.605480558170578,1,0,1706008404.0794508,1701196760.861772,benign,benign
192.168.221.224,70.154.234.187,50121,443,6,TCP,36221,27808276,2158.740529930462,16.778764977913657,12881.71302407324,767.7390464095414,51.16685314185356,40.0,1500.0,0.05959914220840015,0.008112541573757659,0.44977369849366067,7.983552657332946,1,1,1704497339.0013463,1701389621.3060892,exfiltration,https_upload
192.168.245.184,76.198.60.19,56428,587,6,TCP,457,5342,89.96138635446687,5.0799572852215,59.38103242374891,11.689277899343544,85.91576075792298,40.0,1500.0,0.19685204891568242,1.8426198514438237,1.1960309108272598,5.574085962593575,1,0,1701075448.473584,1702432529.3689291,benign,benign
192.168.249.166,85.35.86.171,57752,443,6,TCP,26018,3727321,197.3419600365571,131.84220930602,18887.625314502417,143.25932047044353,430.42736967855734,40.0,1500.0,0.007584824353776505,0.005393103151024956,0.796141202857336,7.982680578721065,1,1,1703530996.2702599,1701797219.9315107,exfiltration,https_upload
192.168.60.234,171.194.113.114,55525,443,6,TCP,152,141278,76.26859974383966,1.9929564789509235,1852.374377850188,929.4605263157895,292.86725390960424,40.0,1500.0,0.5017671035778924,0.9225006685782398,0.9995362430439466,4.32901764268583,1,0,1709186646.150613,1702486803.9228933,benign,benign
192.168.242.32,101.47.15.251,57631,25,6,TCP,153,158464,100.33994214626526,1.5248165060427514,1579.2713909382912,1035.7124183006536,119.15092757031564,40.0,1500.0,0.6558166153350671,0.2468218019689915,0.24819468494474767,5.91085183990959,0,0,1702058236.7338464,1707537888.7987123,benign,benign
192.168.129.80,207.236.242.177,63603,443,6,TCP,7568,44795372,191.0739674025355,39.60769801810048,234439.95332775815,5919.05021141649,150.59558841514556,40.0,1500.0,0.025247617257206062,0.00408371485936624,0.49431162958011554,7.98364137549049,1,1,1707633646.135607,1705042355.809876,exfiltration,https_upload
192.168.109.12,137.76.149.36,62342,3306,6,TCP,245,44368,14.405112624083975,17.007850364903316,3080.017571387879,181.0938775510204,158.5733019879819,40.0,1500.0,0.05879637805748561,1.8787398061228937,0.6126530655129088,6.057347130233946,1,0,1700407490.935005,1707616594.0652792,benign,benign
192.168.59.50,15.165.120.28,54580,22,6,TCP,89,23818,60.8879130159988,1.4617022589789623,391.1778022961901,267.6179775280899,126.2035371811828,40.0,1500.0,0.6841338541123461,1.3428705563216334,0.6344212678216841,3.6840769488263643,1,0,1708460521.836495,1700555619.1973703,benign,benign
192.168.127.48,248.194.88.241,54476,25,6,TCP,9,16047,40.650089054155835,0.2214017289853856,394.75928278094256,1783.0,288.30755356049684,40.0,1500.0,4.51667656157287,1.1899302444467323,0.9983245675085598,3.7982779278474577,0,0,1707099263.7814257,1707041200.9311392,benign,benign
192.168.247.239,32.178.116.68,55901,5432,6,TCP,250,76432,73.87564823005295,3.3840650605391085,1034.6034428285006,305.728,109.82174036280203,40.0,1500.0,0.2955025929202118,1.032906339893384,0.7709119839656506,4.095286707970451,1,0,1709236308.732992,1702656687.8436053,benign,benign
192.168.200.231,155.76.1.209,59414,587,6,TCP,243,87774,13.382957671252836,18.157421249412927,6558.639887843499,361.2098765432099,92.026458538971,40.0,1500.0,0.05507389988169891,0.9892471156767771,0.5168088453498056,4.4905059904498685,1,0,1702308423.1471162,1709128597.181089,benign,benign
192.168.192.235,176.73.38.151,50050,443,6,TCP,11296,40436701,2339.4510567424986,4.828483146695444,17284.69628952397,3579.736278328612,270.8178857026262,40.0,1500.0,0.20710437825269995,0.0016862595084230984,0.9943431361824142,7.982118993678441,1,1,1706154529.583575,1707209837.6426113,exfiltration,https_upload
